fold,MAE,RMSE
F1,27.09025548444727,75.43846939752694
F2,3.91188531737383,10.901238632925208
F3,1.8318533546401887,7.441939230477575
F4,153.59251320973624,244.7784688117607
F5,46.54665769249271,92.59315933389531
