alpha,MAE_mean,RMSE_mean,MAE_median,RMSE_median
0.005,46.594633011738054,86.23065508131715,27.09025548444727,75.43846939752694
0.008,46.594633011738054,86.23065508131715,27.09025548444727,75.43846939752694
0.01,46.594633011738054,86.23065508131715,27.09025548444727,75.43846939752694
