geo_id,peak_week_of_year,seasonality_index,stl_seasonal_strength,stl_trend_strength,acf_lag_1,acf_lag_4,acf_lag_13,acf_lag_26,acf_lag_52
KHU,45,4.226506501657068,0.38571971948902517,0.035030626337639315,0.9803215998142607,0.8168128405773556,0.057583908558833455,-0.24270442522956745,0.21615055726781182
DHA_METRO,42,3.023950087114064,0.3359377700328037,0.0025015082284223222,0.9764006940760069,0.7896974467688199,0.03413613897950546,-0.3807594011341295,0.21857218821851834
DHA_DIV,42,3.2125233490236047,0.29344819878916695,0.0,0.9804244798904279,0.8127749456364117,0.08687176095307587,-0.35848908066238283,0.2243138614539945
CHA,39,3.26615788973685,0.2766213192836886,0.0008731527804503036,0.9795710860748671,0.8141941999665433,0.06454964484843596,-0.32319915713911895,0.184836426711662
RAJ,42,4.0082931861660045,0.27200938670546104,0.007591476822424115,0.9745365378701998,0.7970666538725968,0.08135986265889883,-0.2356605626471469,0.13901950665763596
MYM,43,3.00372742896681,0.24519375008686672,0.011385388667913054,0.9680608584550291,0.7679647586002162,0.08313933345670749,-0.28392183626830514,0.10903924365732587
BAR,39,3.2035135920274547,0.20134179523177298,0.011741178704744448,0.9758405144514279,0.8003044745053493,0.07983836657820152,-0.24651086951933807,0.006729788391688541
RAN,40,3.803891050583658,0.14107434693676557,0.005749294803175098,0.9614237614056513,0.7486060325326729,0.08509197768947861,-0.20571351528349563,0.01981672194374574
SYL,32,3.4897218863361537,0.030609160820128434,0.03516535218499728,0.952727224273018,0.6637202067404071,0.03924218579592253,-0.1754182096936502,-0.07788508464434526
