track,split_group,model,role,n_groups,MAE_macro,RMSE_macro,bias_macro
experimental,selection,ar_tweedie_global,val,72,35.423425154627644,61.11218641135663,11.434293603014934
experimental,selection,panel_hist_gbm,val,72,36.23052810330599,65.19161135237634,24.026074691265183
experimental,selection,seasonal_naive_52,val,72,39.41025641025641,77.36560448582311,35.888888888888886
experimental,selection,persistence,val,72,178.33600427350427,300.8904231770883,-105.18963675213676
