geo_id,geo_name,origin_week,target_week,horizon,cases,cases_nonzero_recent_4,cases_zero_run_length,cases_weeks_since_nonzero,cases_outbreak_flag_4_8,y_pred,model,fit_status,model_rank_from_backtest,is_primary_model
CHA,Chattogram,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,4.196817768885119,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
CHA,Chattogram,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,9.199999999999989,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
CHA,Chattogram,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,14.0,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
COUNTRY_TOTAL,Bangladesh Total,2025-09-15,2025-09-22,1,,,,,,4.9169370893469,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
COUNTRY_TOTAL,Bangladesh Total,2025-09-15,2025-09-29,2,,,,,,20.76385181699389,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
COUNTRY_TOTAL,Bangladesh Total,2025-09-15,2025-10-06,3,,,,,,59.584094886079235,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
COUNTRY_TOTAL,Bangladesh Total,2025-09-15,2025-10-13,4,,,,,,81.15721633192342,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_DIV_OUT_METRO,Dhaka Division Outside Metro,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,0.3292655423811255,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_DIV_OUT_METRO,Dhaka Division Outside Metro,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,3.5099295427876154,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_DIV_OUT_METRO,Dhaka Division Outside Metro,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,19.700000000000006,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_DIV_OUT_METRO,Dhaka Division Outside Metro,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,20.67632040802886,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_METRO,Dhaka Metro,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,1.0921344314413437,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_METRO,Dhaka Metro,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,5.0,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_METRO,Dhaka Metro,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,9.199999999999989,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
DHA_METRO,Dhaka Metro,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,14.0,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
KHU,Khulna,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,1.2991670404537303,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
KHU,Khulna,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,5.284484613608337,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
KHU,Khulna,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,11.0,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
KHU,Khulna,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,12.600000000000009,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
MYM,Mymensingh,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,1.0785420899265838,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
MYM,Mymensingh,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,0.6947712734115435,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
MYM,Mymensingh,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,1.5568454285358087,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
MYM,Mymensingh,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,4.717436350311115,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAJ,Rajshahi,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,0.19904104883926266,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAJ,Rajshahi,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,0.0,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAJ,Rajshahi,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,0.2070957244995859,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAJ,Rajshahi,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,2.282190359249834,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAN,Rangpur,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,0.46569050682830054,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAN,Rangpur,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,0.3131751543071201,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAN,Rangpur,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,0.9284907936342853,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
RAN,Rangpur,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,2.2454869442995435,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
SYL,Sylhet,2025-09-15,2025-09-22,1,0.0,0.0,4.0,4.0,0.0,0.45309642947655354,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
SYL,Sylhet,2025-09-15,2025-09-29,2,0.0,0.0,4.0,4.0,0.0,0.2953380642607895,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
SYL,Sylhet,2025-09-15,2025-10-06,3,0.0,0.0,4.0,4.0,0.0,0.7916629394095699,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
SYL,Sylhet,2025-09-15,2025-10-13,4,0.0,0.0,4.0,4.0,0.0,1.9519417221712865,residual_random_forest,trained_full_history_low_origin_guardrail,4.0,0.0
