geo_id,model,MAE_macro,RMSE_macro,bias_macro
BAR,persistence,405.8498496311804,499.97175434664905,64.99361114592901
BAR,ar_tweedie_global,542.758431073799,723.9013893342418,22.056407305317613
BAR,seasonal_naive_52,640.6823962793219,857.8331266325729,-22.833187228714536
BAR,panel_hist_gbm,650.7283748383493,883.410796241149,14.176511037046883
CHA,persistence,484.5825393178001,583.3779026382628,44.19947500403688
CHA,ar_tweedie_global,598.277665968151,754.6891996977234,56.58840635284903
CHA,seasonal_naive_52,614.3754223250886,840.7939773348813,-49.82526573597686
CHA,panel_hist_gbm,666.6673833048026,906.6169707419967,66.38394678761118
DHA_DIV_OUT_METRO,persistence,660.1174611812033,861.3369258329101,75.75675626232434
DHA_DIV_OUT_METRO,seasonal_naive_52,906.7711629122759,1184.498957367116,-34.850134727889554
DHA_DIV_OUT_METRO,panel_hist_gbm,907.5301365271197,1195.1597283174397,79.03315091972615
DHA_DIV_OUT_METRO,ar_tweedie_global,930.8350634055462,1285.3370517125281,-41.65634025898224
DHA_METRO,persistence,1300.2092204968542,1624.5623006516832,112.04054510223662
DHA_METRO,panel_hist_gbm,1393.2262817424653,1860.0601987095404,424.53902065226345
DHA_METRO,seasonal_naive_52,1466.8181413096272,2151.370786063176,-178.28064920803106
DHA_METRO,ar_tweedie_global,1690.956857405526,2129.6623100583397,159.25874508512845
KHU,persistence,387.6705262844858,515.5392357086996,52.30962984194717
KHU,panel_hist_gbm,502.6035579031966,653.5156174568813,64.27298934866528
KHU,seasonal_naive_52,522.8310043883931,673.8363052899974,-34.8968803156457
KHU,ar_tweedie_global,564.6515411495513,782.3187070905592,-70.5507489114284
MYM,persistence,101.2829628198307,131.49283233242684,9.679653907132366
MYM,seasonal_naive_52,121.05197830053262,170.6222063294639,-1.1859171596962461
MYM,ar_tweedie_global,124.61478608155964,175.65717319681815,-42.92823520020723
MYM,panel_hist_gbm,156.57159506757216,233.14828113359718,-55.01106081597659
RAJ,persistence,200.3097093499278,270.0502300102467,29.78848048034575
RAJ,ar_tweedie_global,246.67395773937935,330.1940212730889,-4.324922438217207
RAJ,panel_hist_gbm,250.18748633123747,330.11096426484863,45.35963724923119
RAJ,seasonal_naive_52,311.45860477354915,406.3451101796272,-36.69600304490147
RAN,persistence,68.13670620040867,87.60024738179521,4.303237338763326
RAN,panel_hist_gbm,87.39593919077893,127.04189079258443,-17.095960543399187
RAN,seasonal_naive_52,88.32870600382557,124.33835004343761,-4.42944242200657
RAN,ar_tweedie_global,91.38315203046153,131.50539624434361,-28.201509314006614
SYL,persistence,18.982542432714702,24.946855437559126,1.1126246698533158
SYL,seasonal_naive_52,24.84849302188439,38.43777316364917,-1.8070786601023836
SYL,panel_hist_gbm,30.742180793867437,42.398537791302736,-16.637419408166252
SYL,ar_tweedie_global,70.86123357865364,112.81320339463637,-56.71857527280333
